#Name, City, Country, IATA, ICAO, Latitude, Logtitude, Altitude, Timezone, DST
Goroka Airport,Goroka,Papua New Guinea,GKA,AYGA,-6.081689834590001,145.391998291,5282,10,U
Madang Airport,Madang,Papua New Guinea,MAG,AYMD,-5.20707988739,145.789001465,20,10,U
Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,HGU,AYMH,-5.826789855957031,144.29600524902344,5388,10,U
Nadzab Airport,Nadzab,Papua New Guinea,LAE,AYNZ,-6.569803,146.725977,239,10,U
Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,AYPY,-9.443380355834961,147.22000122070312,146,10,U
Wewak International Airport,Wewak,Papua New Guinea,WWK,AYWK,-3.58383011818,143.669006348,19,10,U
Narsarsuaq Airport,Narssarssuaq,Greenland,UAK,BGBW,61.1604995728,-45.4259986877,112,-3,E
Godthaab / Nuuk Airport,Godthaab,Greenland,GOH,BGGH,64.19090271,-51.6781005859,283,-3,E
Kangerlussuaq Airport,Sondrestrom,Greenland,SFJ,BGSF,67.0122218992,-50.7116031647,165,-3,E
Thule Air Base,Thule,Greenland,THU,BGTL,76.5311965942,-68.7032012939,251,-4,E
Akureyri Airport,Akureyri,Iceland,AEY,BIAR,65.66000366210938,-18.07270050048828,6,0,N
Egilsstadir Airport,Egilsstadir,Iceland,EGS,BIEG,65.2833023071289,-14.401399612426758,76,0,N
Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,63.985000610352,-22.605600357056,171,0,N
Reykjavik Airport,Reykjavik,Iceland,RKV,BIRK,64.1299972534,-21.9405994415,48,0,N
Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,CYAM,46.48500061035156,-84.5093994140625,630,-5,A
Baie Comeau Airport,Baie Comeau,Canada,YBC,CYBC,49.13249969482422,-68.20439910888672,71,-5,A
CFB Bagotville,Bagotville,Canada,YBG,CYBG,48.33060073852539,-70.99639892578125,522,-5,A
Baker Lake Airport,Baker Lake,Canada,YBK,CYBK,64.29889678960001,-96.077796936,59,-6,A
Campbell River Airport,Campbell River,Canada,YBL,CYBL,49.950801849365234,-125.27100372314453,346,-8,A
Brandon Municipal Airport,Brandon,Canada,YBR,CYBR,49.91,-99.951897,1343,-6,A
Cambridge Bay Airport,Cambridge Bay,Canada,YCB,CYCB,69.1081008911,-105.138000488,90,-7,A
Nanaimo Airport,Nanaimo,Canada,YCD,CYCD,49.054970224899996,-123.869862556,92,-8,A
Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,CYCG,49.2963981628,-117.632003784,1624,-8,A
Kugluktuk Airport,Coppermine,Canada,YCO,CYCO,67.816704,-115.143997,74,-7,A
Clyde River Airport,Clyde River,Canada,YCY,CYCY,70.4860992432,-68.5167007446,87,-5,A
Coral Harbour Airport,Coral Harbour,Canada,YZS,CYZS,64.1932983398,-83.3593978882,210,-5,A
Deer Lake Airport,Deer Lake,Canada,YDF,CYDF,49.21080017089844,-57.39139938354492,72,-3.5,A
Edmonton International Airport,Edmonton,Canada,YEG,CYEG,53.309700012200004,-113.580001831,2373,-7,A
Arviat Airport,Eskimo Point,Canada,YEK,CYEK,61.0942001343,-94.07080078119999,32,-6,A
Inuvik Mike Zubko Airport,Inuvik,Canada,YEV,CYEV,68.30419921880001,-133.483001709,224,-7,A
Iqaluit Airport,Iqaluit,Canada,YFB,CYFB,63.756402,-68.555801,110,-5,A
Fredericton Airport,Fredericton,Canada,YFC,CYFC,45.868900299072266,-66.53720092773438,68,-4,A
Flin Flon Airport,Flin Flon,Canada,YFO,CYFO,54.6781005859375,-101.68199920654297,997,-6,A
Fort Simpson Airport,Fort Simpson,Canada,YFS,CYFS,61.76020050048828,-121.23699951171875,555,-7,A
Kingston Norman Rogers Airport,Kingston,Canada,YGK,CYGK,44.22529983520508,-76.5969009399414,305,-5,A
Gaspe (Michel-Pouliot) Airport,Gaspe,Canada,YGP,CYGP,48.7752990723,-64.4785995483,112,-5,A
Iles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,YGR,CYGR,47.42470169067383,-61.778099060058594,35,-5,A
Ulukhaktok Holman Airport,Holman Island,Canada,YHI,CYHI,70.76280212402344,-117.80599975585938,117,-7,A
Gjoa Haven Airport,Gjoa Haven,Canada,YHK,CYHK,68.635597229,-95.84970092770001,152,-7,A
Hay River / Merlyn Carter Airport,Hay River,Canada,YHY,CYHY,60.8396987915,-115.782997131,541,-7,A
Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.8807983398,-63.5085983276,477,-4,A
Pond Inlet Airport,Pond Inlet,Canada,YIO,CYIO,72.6832962036,-77.9666976929,181,-5,A
Kamloops Airport,Kamloops,Canada,YKA,CYKA,50.7022018433,-120.444000244,1133,-8,A
Waterloo Airport,Waterloo,Canada,YKF,CYKF,43.460800170899994,-80.3786010742,1055,-5,A
Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.9561004639,-119.377998352,1421,-8,A
Fort McMurray Airport,Fort Mcmurray,Canada,YMM,CYMM,56.653301239,-111.222000122,1211,-7,A
Natashquan Airport,Natashquan,Canada,YNA,CYNA,50.189998626708984,-61.78919982910156,39,-5,A
Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.3224983215332,-75.66919708251953,374,-5,A
Port Menier Airport,Port Menier,Canada,YPN,CYPN,49.83639907836914,-64.2885971069336,167,-5,A
Prince Rupert Airport,Prince Pupert,Canada,YPR,CYPR,54.286098480199996,-130.445007324,116,-8,A
Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,CYPY,58.7672004699707,-111.11699676513672,761,-7,A
Quebec Jean Lesage International Airport,Quebec,Canada,YQB,CYQB,46.7911,-71.393303,244,-5,A
Red Deer Regional Airport,Red Deer Industrial,Canada,YQF,CYQF,52.18220138549805,-113.89399719238281,2968,-7,A
Windsor Airport,Windsor,Canada,YQG,CYQG,42.27560043334961,-82.95559692382812,622,-5,A
Lethbridge County Airport,Lethbridge,Canada,YQL,CYQL,49.6302986145,-112.800003052,3048,-7,A
Greater Moncton International Airport,Moncton,Canada,YQM,CYQM,46.11220169067383,-64.67859649658203,232,-4,A
Comox Airport,Comox,Canada,YQQ,CYQQ,49.71080017089844,-124.88700103759766,84,-8,A
Regina International Airport,Regina,Canada,YQR,CYQR,50.43190002441406,-104.66600036621094,1894,-6,N
Thunder Bay Airport,Thunder Bay,Canada,YQT,CYQT,48.37189865112305,-89.32389831542969,653,-5,A
Grande Prairie Airport,Grande Prairie,Canada,YQU,CYQU,55.1796989441,-118.885002136,2195,-7,A
Gander International Airport,Gander,Canada,YQX,CYQX,48.9369010925293,-54.56809997558594,496,-3.5,A
Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,CYQY,46.1614,-60.047798,203,-4,A
Quesnel Airport,Quesnel,Canada,YQZ,CYQZ,53.026100158691406,-122.51000213623047,1789,-8,A
Resolute Bay Airport,Resolute,Canada,YRB,CYRB,74.7169036865,-94.9693984985,215,-6,A
Rankin Inlet Airport,Rankin Inlet,Canada,YRT,CYRT,62.8114013672,-92.1157989502,94,-6,A
Sudbury Airport,Sudbury,Canada,YSB,CYSB,46.625,-80.79889678955078,1141,-5,A
Saint John Airport,St. John,Canada,YSJ,CYSJ,45.31610107421875,-65.89029693603516,357,-4,A
Fort Smith Airport,Fort Smith,Canada,YSM,CYSM,60.020301818847656,-111.96199798583984,671,-7,A
Cape Dorset Airport,Cape Dorset,Canada,YTE,CYTE,64.2300033569,-76.5267028809,164,-5,A
Thompson Airport,Thompson,Canada,YTH,CYTH,55.80110168457031,-97.86419677734375,729,-6,A
Timmins/Victor M. Power,Timmins,Canada,YTS,CYTS,48.569698333699996,-81.376701355,967,-5,A
Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,CYTZ,43.627499,-79.396202,252,-5,A
Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.4706001282,-73.7407989502,118,-5,A
Repulse Bay Airport,Repulse Bay,Canada,YUT,CYUT,66.5214004517,-86.22470092770001,80,-6,A
Hall Beach Airport,Hall Beach,Canada,YUX,CYUX,68.77610015869999,-81.2425,30,-5,A
Rouyn Noranda Airport,Rouyn,Canada,YUY,CYUY,48.20610046386719,-78.83560180664062,988,-5,A
Qikiqtarjuaq Airport,Broughton Island,Canada,YVM,CYVM,67.5457992554,-64.03140258789999,21,-5,A
Val-d'Or Airport,Val D'or,Canada,YVO,CYVO,48.0532989502,-77.7827987671,1107,-5,A
Norman Wells Airport,Norman Wells,Canada,YVQ,CYVQ,65.28160095214844,-126.7979965209961,238,-7,A
Vancouver International Airport,Vancouver,Canada,YVR,CYVR,49.193901062,-123.183998108,14,-8,A
Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,CYWG,49.909999847399995,-97.2398986816,783,-6,A
Wabush Airport,Wabush,Canada,YWK,CYWK,52.92190170288086,-66.8644027709961,1808,-4,A
Williams Lake Airport,Williams Lake,Canada,YWL,CYWL,52.1831016541,-122.054000854,3085,-8,A
Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,YXC,CYXC,49.610801696777,-115.78199768066,3082,-7,A
Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,YXE,CYXE,52.170799255371094,-106.69999694824219,1653,-6,N
Medicine Hat Airport,Medicine Hat,Canada,YXH,CYXH,50.01890182495117,-110.72100067138672,2352,-7,A
Fort St John Airport,Fort Saint John,Canada,YXJ,CYXJ,56.23809814453125,-120.73999786376953,2280,-7,A
Pangnirtung Airport,Pangnirtung,Canada,YXP,CYXP,66.1449966431,-65.71360015869999,75,-5,A
Prince George Airport,Prince George,Canada,YXS,CYXS,53.8894004822,-122.679000854,2267,-8,A
Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,YXT,CYXT,54.468498,-128.576009,713,-8,A
London Airport,London,Canada,YXU,CYXU,43.035599,-81.1539,912,-5,A
Abbotsford Airport,Abbotsford,Canada,YXX,CYXX,49.025299072265625,-122.36100006103516,195,-8,A
Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,YXY,CYXY,60.7095985413,-135.067001343,2317,-8,A
North Bay Jack Garland Airport,North Bay,Canada,YYB,CYYB,46.363602,-79.422798,1215,-5,A
Calgary International Airport,Calgary,Canada,YYC,CYYC,51.113899231,-114.019996643,3557,-7,A
Smithers Airport,Smithers,Canada,YYD,CYYD,54.82469940185547,-127.18299865722656,1712,-8,A
Penticton Airport,Penticton,Canada,YYF,CYYF,49.46310043334961,-119.60199737548828,1129,-8,A
Charlottetown Airport,Charlottetown,Canada,YYG,CYYG,46.290000915527344,-63.12110137939453,160,-4,A
Taloyoak Airport,Spence Bay,Canada,YYH,CYYH,69.5466995239,-93.5766983032,92,-7,A
Victoria International Airport,Victoria,Canada,YYJ,CYYJ,48.646900177,-123.426002502,63,-8,A
Churchill Airport,Churchill,Canada,YYQ,CYYQ,58.739200592041016,-94.06500244140625,94,-6,A
Goose Bay Airport,Goose Bay,Canada,YYR,CYYR,53.3191986084,-60.4258003235,160,-4,A
St. John's International Airport,St. John's,Canada,YYT,CYYT,47.618598938,-52.7518997192,461,-3.5,A
Mont Joli Airport,Mont Joli,Canada,YYY,CYYY,48.60860061645508,-68.20809936523438,172,-5,A
Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.6772003174,-79.63059997559999,569,-5,A
Yellowknife Airport,Yellowknife,Canada,YZF,CYZF,62.462799072265625,-114.44000244140625,675,-7,A
Sandspit Airport,Sandspit,Canada,YZP,CYZP,53.25429916379999,-131.813995361,21,-8,A
Chris Hadfield Airport,Sarnia,Canada,YZR,CYZR,42.9994010925293,-82.30889892578125,594,-5,A
Port Hardy Airport,Port Hardy,Canada,YZT,CYZT,50.680599212646484,-127.36699676513672,71,-8,A
Sept-Iles Airport,Sept-Iles,Canada,YZV,CYZV,50.22330093383789,-66.2656021118164,180,-5,A
Soummam Airport,Bejaja,Algeria,BJA,DAAE,36.7120018005,5.0699200630200005,20,1,N
Houari Boumediene Airport,Algier,Algeria,ALG,DAAG,36.691001892089844,3.215409994125366,82,1,N
Djanet Inedbirene Airport,Djanet,Algeria,DJG,DAAJ,24.292801,9.45244,3176,1,N
Aguenar Hadj Bey Akhamok Airport,Tamanrasset,Algeria,TMR,DAAT,22.8115005493,5.45107984543,4518,1,N
Mecheria Airport,Mecheria,Algeria,MZW,DAAY,33.535900116,-0.242353007197,3855,1,N
Rabah Bitat Airport,Annaba,Algeria,AAE,DABB,36.822201,7.809174,16,1,N
Mohamed Boudiaf International Airport,Constantine,Algeria,CZL,DABC,36.2760009765625,6.620389938354492,2265,1,N
Cheikh Larbi Tebessi Airport,Tebessa,Algeria,TEE,DABS,35.4315986633,8.12071990967,2661,1,N
Hassi R'Mel Airport,Tilrempt,Algeria,HRM,DAFH,32.93040084838867,3.311539888381958,2540,1,N
Bou Chekif Airport,Tiaret,Algeria,TID,DAOB,35.3410987854,1.46315002441,3245,1,N
Ech Cheliff Airport,Ech-cheliff,Algeria,CFK,DAOI,36.2126998901,1.33176994324,463,1,N
Zenata Messali El Hadj Airport,Tlemcen,Algeria,TLM,DAON,35.0167007446,-1.45000004768,814,1,N
Es Senia Airport,Oran,Algeria,ORN,DAOO,35.6239013672,-0.6211829781529999,295,1,N
Ghriss Airport,Ghriss,Algeria,MUW,DAOV,35.207698822021484,0.14714199304580688,1686,1,N
Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,AZR,DAUA,27.837600708007812,-0.18641400337219238,919,1,N
Biskra Airport,Biskra,Algeria,BSK,DAUB,34.793300628699996,5.73823022842,289,1,N
El Golea Airport,El Golea,Algeria,ELG,DAUE,30.571300506591797,2.8595900535583496,1306,1,N
Noumerat - Moufdi Zakaria Airport,Ghardaia,Algeria,GHA,DAUG,32.38410186767578,3.794110059738159,1512,1,N
Oued Irara Airport,Hassi Messaoud,Algeria,HME,DAUH,31.673000335699996,6.140439987180001,463,1,N
In Salah Airport,In Salah,Algeria,INZ,DAUI,27.250999450699997,2.51202011108,896,1,N
Touggourt Sidi Madhi Airport,Touggourt,Algeria,TGR,DAUK,33.06779861450195,6.088669776916504,279,1,N
Ain el Beida Airport,Ouargla,Algeria,OGX,DAUU,31.917200088500977,5.412779808044434,492,1,N
In Amenas Airport,Zarzaitine,Algeria,IAM,DAUZ,28.0515,9.64291,1847,1,N
Cadjehoun Airport,Cotonou,Benin,COO,DBBB,6.357230186462402,2.384350061416626,19,1,N
Ouagadougou Airport,Ouagadougou,Burkina Faso,OUA,DFFD,12.3531,-1.51242,1037,0,N
Kotoka International Airport,Accra,Ghana,ACC,DGAA,5.605189800262451,-0.16678600013256073,205,0,N
Tamale Airport,Tamale,Ghana,TML,DGLE,9.55718994140625,-0.8632140159606934,553,0,N
Takoradi Airport,Takoradi,Ghana,TKD,DGTK,4.896059989929199,-1.7747600078582764,21,0,N
Port Bouet Airport,Abidjan,Cote d'Ivoire,ABJ,DIAP,5.261390209197998,-3.9262900352478027,21,0,N
Nnamdi Azikiwe International Airport,Abuja,Nigeria,ABV,DNAA,9.006790161132812,7.263169765472412,1123,1,N
Benin Airport,Benin,Nigeria,BNI,DNBE,6.316979885101318,5.5995001792907715,258,1,N
Margaret Ekpo International Airport,Calabar,Nigeria,CBQ,DNCA,4.976019859313965,8.347200393676758,210,1,N
Akanu Ibiam International Airport,Enugu,Nigeria,ENU,DNEN,6.474269866943359,7.561960220336914,466,1,N
Ibadan Airport,Ibadan,Nigeria,IBA,DNIB,7.362460136413574,3.97832989692688,725,1,N
Ilorin International Airport,Ilorin,Nigeria,ILR,DNIL,8.440210342407227,4.493919849395752,1126,1,N
Yakubu Gowon Airport,Jos,Nigeria,JOS,DNJO,9.639829635620117,8.869050025939941,4232,1,N
Kaduna Airport,Kaduna,Nigeria,KAD,DNKA,10.696000099182129,7.320109844207764,2073,1,N
Mallam Aminu International Airport,Kano,Nigeria,KAN,DNKN,12.0476,8.52462,1562,1,N
Murtala Muhammed International Airport,Lagos,Nigeria,LOS,DNMM,6.5773701667785645,3.321160078048706,135,1,N
Port Harcourt International Airport,Port Hartcourt,Nigeria,PHC,DNPO,5.0154900550842285,6.94959020614624,87,1,N
Sadiq Abubakar III International Airport,Sokoto,Nigeria,SKO,DNSO,12.916299819946289,5.207190036773682,1010,1,N
Yola Airport,Yola,Nigeria,YOL,DNYO,9.257550239562988,12.430399894714355,599,1,N
Diori Hamani International Airport,Niamey,Niger,NIM,DRRN,13.4815,2.18361,732,1,N
Monastir Habib Bourguiba International Airport,Monastir,Tunisia,MIR,DTMB,35.75809860229492,10.75469970703125,9,1,E
Tunis Carthage International Airport,Tunis,Tunisia,TUN,DTTA,36.85100173950195,10.22719955444336,22,1,E
Gafsa Ksar International Airport,Gafsa,Tunisia,GAF,DTTF,34.422000885009766,8.822500228881836,1060,1,E
Gabes Matmata International Airport,Gabes,Tunisia,GAE,DTTG,33.87689971923828,10.103300094604492,26,1,E
Djerba Zarzis International Airport,Djerba,Tunisia,DJE,DTTJ,33.875,10.775500297546387,19,1,E
Sfax Thyna International Airport,Sfax,Tunisia,SFA,DTTX,34.71799850463867,10.690999984741211,85,1,E
Tozeur Nefta International Airport,Tozeur,Tunisia,TOE,DTTZ,33.939701080322266,8.110560417175293,287,1,E
Lome-Tokoin Airport,Lome,Togo,LFW,DXXX,6.165609836578369,1.2545100450515747,72,0,N
Antwerp International Airport (Deurne),Antwerp,Belgium,ANR,EBAW,51.1893997192,4.46027994156,39,1,E
Brussels Airport,Brussels,Belgium,BRU,EBBR,50.901401519800004,4.48443984985,184,1,E
Brussels South Charleroi Airport,Charleroi,Belgium,CRL,EBCI,50.459202,4.45382,614,1,E
Liege Airport,Liege,Belgium,LGG,EBLG,50.63740158081055,5.443220138549805,659,1,E
Ostend-Bruges International Airport,Ostend,Belgium,OST,EBOS,51.198898315399994,2.8622200489,13,1,E
Berlin-Schonefeld Airport,Berlin,Germany,SXF,EDDB,52.380001,13.5225,157,1,E
Dresden Airport,Dresden,Germany,DRS,EDDC,51.1328010559082,13.767200469970703,755,1,E
Erfurt Airport,Erfurt,Germany,ERF,EDDE,50.979801177978516,10.958100318908691,1036,1,E
Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364,1,E
Munster Osnabruck Airport,Munster,Germany,FMO,EDDG,52.134601593,7.68483018875,160,1,E
Hamburg Airport,Hamburg,Germany,HAM,EDDH,53.630401611328,9.9882297515869,53,1,E
Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,50.8658981323,7.1427397728,302,1,E
Dusseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147,1,E
Munich Airport,Munich,Germany,MUC,EDDM,48.353802,11.5761,1487,1,E
Nuremberg Airport,Nuernberg,Germany,NUE,EDDN,49.498699,11.078056,1046,1,E
Leipzig/Halle Airport,Leipzig,Germany,LEJ,EDDP,51.423889,12.236389,465,1,E
Saarbrucken Airport,Saarbruecken,Germany,SCN,EDDR,49.214599609400004,7.10950994492,1058,1,E
Stuttgart Airport,Stuttgart,Germany,STR,EDDS,48.689899444599995,9.22196006775,1276,1,E
Berlin-Tegel Airport,Berlin,Germany,TXL,EDDT,52.5597,13.2877,122,1,E
Hannover Airport,Hannover,Germany,HAJ,EDDV,52.461101532,9.685079574580001,183,1,E
Bremen Airport,Bremen,Germany,BRE,EDDW,53.0475006104,8.78666973114,14,1,E
Frankfurt-Hahn Airport,Hahn,Germany,HHN,EDFH,49.9487,7.26389,1649,1,E
Mannheim-City Airport,Mannheim,Germany,MHG,EDFM,49.473057,8.514167,308,1,E
Hamburg-Finkenwerder Airport,Hamburg,Germany,XFW,EDHI,53.5352783203125,9.835556030273438,23,1,E
Luebeck Blankensee Airport,Luebeck,Germany,LBC,EDHL,53.8054008484,10.7192001343,53,1,E
Paderborn Lippstadt Airport,Paderborn,Germany,PAD,EDLP,51.614101409899995,8.616319656369999,699,1,E
Dortmund Airport,Dortmund,Germany,DTM,EDLW,51.51829910279999,7.61223983765,425,1,E
Augsburg Airport,Augsburg,Germany,AGB,EDMA,48.425278,10.931667,1516,1,E
Friedrichshafen Airport,Friedrichshafen,Germany,FDH,EDNY,47.671298980699994,9.51148986816,1367,1,E
Kassel-Calden Airport,Kassel,Germany,KSF,EDVK,51.417273,9.384967,820,1,E
Westerland Sylt Airport,Westerland,Germany,GWT,EDXW,54.9132003784,8.34047031403,51,1,E
Kuressaare Airport,Kuressaare,Estonia,URE,EEKE,58.22990036010742,22.50950050354004,14,2,E
Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TLL,EETN,59.41329956049999,24.832799911499997,131,2,E
Tartu Airport,Tartu,Estonia,TAY,EETU,58.3074989319,26.690399169900004,219,2,E
Helsinki Vantaa Airport,Helsinki,Finland,HEL,EFHK,60.317199707031,24.963300704956,179,2,E
Ivalo Airport,Ivalo,Finland,IVL,EFIV,68.607299804688,27.405300140381,481,2,E
Joensuu Airport,Joensuu,Finland,JOE,EFJO,62.662899017334,29.607500076294,398,2,E
Jyvaskyla Airport,Jyvaskyla,Finland,JYV,EFJY,62.399501800537,25.678300857544,459,2,E
Kemi-Tornio Airport,Kemi,Finland,KEM,EFKE,65.778701782227,24.582099914551,61,2,E
Kajaani Airport,Kajaani,Finland,KAJ,EFKI,64.285499572754,27.692399978638,483,2,E
Kokkola-Pietarsaari Airport,Kruunupyy,Finland,KOK,EFKK,63.721199035645,23.143100738525,84,2,E
Kuusamo Airport,Kuusamo,Finland,KAO,EFKS,65.987602233887,29.239400863647,866,2,E
Kittila Airport,Kittila,Finland,KTT,EFKT,67.700996398926,24.846799850464,644,2,E
Kuopio Airport,Kuopio,Finland,KUO,EFKU,63.007099151611,27.797800064087,323,2,E
Lappeenranta Airport,Lappeenranta,Finland,LPP,EFLP,61.044601,28.144743,349,2,E
Mariehamn Airport,Mariehamn,Finland,MHQ,EFMA,60.122200012207,19.898199081421,17,2,E
Oulu Airport,Oulu,Finland,OUL,EFOU,64.930099487305,25.354600906372,47,2,E
Pori Airport,Pori,Finland,POR,EFPO,61.461700439453,21.799999237061,44,2,E
Rovaniemi Airport,Rovaniemi,Finland,RVN,EFRO,66.564796447754,25.830400466919,642,2,E
Savonlinna Airport,Savonlinna,Finland,SVL,EFSA,61.943099975586,28.945100784302,311,2,E
Tampere-Pirkkala Airport,Tampere,Finland,TMP,EFTP,61.414100646973,23.604400634766,390,2,E
Turku Airport,Turku,Finland,TKU,EFTU,60.514099121094,22.262800216675,161,2,E
Vaasa Airport,Vaasa,Finland,VAA,EFVA,63.050701141357,21.762199401855,19,2,E
Belfast International Airport,Belfast,United Kingdom,BFS,EGAA,54.6575012207,-6.2158298492399995,268,0,E
George Best Belfast City Airport,Belfast,United Kingdom,BHD,EGAC,54.618099212646484,-5.872499942779541,15,0,E
City of Derry Airport,Londonderry,United Kingdom,LDY,EGAE,55.04280090332031,-7.161109924316406,22,0,E
Birmingham International Airport,Birmingham,United Kingdom,BHX,EGBB,52.453899383499994,-1.74802994728,327,0,E
Manchester Airport,Manchester,United Kingdom,MAN,EGCC,53.35369873046875,-2.2749500274658203,257,0,E
Newquay Cornwall Airport,Newquai,United Kingdom,NQY,EGHQ,50.44060134887695,-4.995409965515137,390,0,E
Cardiff International Airport,Cardiff,United Kingdom,CWL,EGFF,51.39670181274414,-3.343329906463623,220,0,E
Bristol Airport,Bristol,United Kingdom,BRS,EGGD,51.382702,-2.71909,622,0,E
Liverpool John Lennon Airport,Liverpool,United Kingdom,LPL,EGGP,53.33359909057617,-2.849720001220703,80,0,E
London Luton Airport,London,United Kingdom,LTN,EGGW,51.874698638916016,-0.36833301186561584,526,0,E
Bournemouth Airport,Bournemouth,United Kingdom,BOH,EGHH,50.779998779296875,-1.8424999713897705,38,0,E
Southampton Airport,Southampton,United Kingdom,SOU,EGHI,50.95029830932617,-1.3567999601364136,44,0,E
Alderney Airport,Alderney,Guernsey,ACI,EGJA,49.706104,-2.21472,290,0,E
Guernsey Airport,Guernsey,Guernsey,GCI,EGJB,49.435001373291016,-2.6019699573516846,336,0,E
Jersey Airport,Jersey,Jersey,JER,EGJJ,49.20790100097656,-2.195509910583496,277,0,E
London Gatwick Airport,London,United Kingdom,LGW,EGKK,51.148102,-0.190278,202,0,E
London City Airport,London,United Kingdom,LCY,EGLC,51.505299,0.055278,19,0,E
London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.4706,-0.461941,83,0,E
Southend Airport,Southend,United Kingdom,SEN,EGMC,51.5713996887207,0.6955559849739075,49,0,E
Blackpool International Airport,Blackpool,United Kingdom,BLK,EGNH,53.77170181274414,-3.0286099910736084,34,0,E
Humberside Airport,Humberside,United Kingdom,HUY,EGNJ,53.57440185546875,-0.350832998752594,121,0,E
Leeds Bradford Airport,Leeds,United Kingdom,LBA,EGNM,53.86589813232422,-1.6605700254440308,681,0,E
Hawarden Airport,Hawarden,United Kingdom,CEG,EGNR,53.1781005859375,-2.9777801036834717,45,0,E
Isle of Man Airport,Isle Of Man,Isle of Man,IOM,EGNS,54.08330154418945,-4.623889923095703,52,0,E
Newcastle Airport,Newcastle,United Kingdom,NCL,EGNT,55.037498474121094,-1.6916699409484863,266,0,E
Durham Tees Valley Airport,Teesside,United Kingdom,MME,EGNV,54.50920104980469,-1.4294099807739258,120,0,E
East Midlands Airport,East Midlands,United Kingdom,EMA,EGNX,52.8311004639,-1.32806003094,306,0,E
Kirkwall Airport,Kirkwall,United Kingdom,KOI,EGPA,58.957801818847656,-2.9049999713897705,50,0,E
Sumburgh Airport,Sumburgh,United Kingdom,LSI,EGPB,59.87889862060547,-1.2955600023269653,20,0,E
Wick Airport,Wick,United Kingdom,WIC,EGPC,58.458900451660156,-3.09306001663208,126,0,E
Aberdeen Dyce Airport,Aberdeen,United Kingdom,ABZ,EGPD,57.201900482177734,-2.197779893875122,215,0,E
Inverness Airport,Inverness,United Kingdom,INV,EGPE,57.54249954223633,-4.047500133514404,31,0,E
Glasgow International Airport,Glasgow,United Kingdom,GLA,EGPF,55.8718986511,-4.43306016922,26,0,E
Edinburgh Airport,Edinburgh,United Kingdom,EDI,EGPH,55.95000076293945,-3.372499942779541,135,0,E
Islay Airport,Islay,United Kingdom,ILY,EGPI,55.68190002441406,-6.256669998168945,56,0,E
Glasgow Prestwick Airport,Prestwick,United Kingdom,PIK,EGPK,55.5093994140625,-4.586669921875,65,0,E
Benbecula Airport,Benbecula,United Kingdom,BEB,EGPL,57.48109817504883,-7.3627800941467285,19,0,E
Dundee Airport,Dundee,United Kingdom,DND,EGPN,56.45249938964844,-3.025830030441284,17,0,E
Stornoway Airport,Stornoway,United Kingdom,SYY,EGPO,58.215599060058594,-6.331110000610352,26,0,E
Tiree Airport,Tiree,United Kingdom,TRE,EGPU,56.49919891357422,-6.869170188903809,38,0,E
Norwich International Airport,Norwich,United Kingdom,NWI,EGSH,52.6758003235,1.28278005123,117,0,E
London Stansted Airport,London,United Kingdom,STN,EGSS,51.8849983215,0.234999999404,348,0,E
Exeter International Airport,Exeter,United Kingdom,EXT,EGTE,50.73440170288086,-3.4138898849487305,102,0,E
Mount Pleasant Airport,Mount Pleasant,Falkland Islands,MPN,EGYP,-51.82279968261719,-58.447200775146484,244,-3,U
Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11,1,E
Maastricht Aachen Airport,Maastricht,Netherlands,MST,EHBK,50.911701,5.77014,375,1,E
Eindhoven Airport,Eindhoven,Netherlands,EIN,EHEH,51.4500999451,5.37452983856,74,1,E
Eelde Airport,Groningen,Netherlands,GRQ,EHGG,53.1197013855,6.57944011688,17,1,E
