AKey,Name,Aliases,Affiliation,Country,Website
A1271609,Fang-Yu Rao,,,,
A1271665,Jock D. Mackinlay,,,,
A1271700,Dave Levin,,,,
A1271771,Thai Le,,,,
A1271806,Cuiping Li,,,,
A1271839,Jie Liu 0001,,Harbin Institute of Technology,China,https://www.robinly.info/post/jie-liu-dean-of-ai-research-institute-hit
A1271856,Chang Zhou,,,,
A1271999,Efthymia Tsamoura,,,,
A1272057,Jan Rauch,,,,
A1272109,Zhiqi Shen,,Nanyang Technological University,Singapore,http://www.ntu.edu.sg/home/zqshen/
A1272169,Li-Ming Wang,,,,
A1272189,Lidan Wang,,,,
A1272249,Xiaodong He,,,,
A1272254,J. Shane Culpepper,,MIT,USA,https://orcid.org/0000-0002-1902-9087
A1272298,Jehoshua Eliashberg,,,,
A1272394,Jan Midtgaard,,,,https://orcid.org/0000-0002-6506-5468
A1272419,Muhammad Ali Babar,,University of Adelaide,Australia,https://malibabar.wordpress.com/
A1272420,Evangelos Eleftheriou,,,,
A1272440,Arnaud Quirin,,,,
A1272473,Paul Seitlinger,,,,https://orcid.org/0000-0003-1817-4626
A1272479,Palash Bera,,,,
A1272493,Tom Heskes,,Radboud University Nijmegen,The Netherlands,https://www.cs.ru.nl/~tomh/
A1272555,Xian Wu,,,,
A1272577,Clemens A. Szyperski,,,,
A1272593,Xiaocheng Tang,,,,
A1272642,Wei Yang,,,,
A1272850,Hongtu Zhu,,,,
A1272910,Jin Yu,,,,
A1272911,Jintao Zhang,,,,
A1273001,Sujatha Das Gollapalli,Sujatha Das,,,
A1273023,Marian Daun,,,,
A1273025,Murray Cantor,,,,
A1273050,Rui Zhang 0003,,University of Melbourne,Australia,https://cis.unimelb.edu.au/people/rui-zhang
A1273073,Faïez Gargouri,,Sfax University,Tunisia,https://scholar.google.com/citations?user=G5OkDS0AAAAJ
A1273082,Shobha Venkataraman,,,,
A1273166,Wen-Mei W. Hwu,Wen-mei W. Hwu:Wen-Mei Hwu,University of Illinois at Urbana Champaign,USA,https://www.ece.illinois.edu/directory/profile/w-hwu
A1273208,Daoqiang Zhang,,,,
A1273217,Diego Perino,,,,
A1273240,Efstratios Gavves,,,,
A1273277,Liang Huang 0001,,Oregon State University,USA,http://eecs.oregonstate.edu/people/huang-liang
A1273304,Francis Liu,,,,
A1273364,Feng Xu,,,,
A1273383,Xiaodong He 0001,,Microsoft,USA,https://orcid.org/0000-0002-9463-9168
A1273416,Josep-Lluís Larriba-Pey,,Polytechnic University of Catalonia,Spain,http://www.dama.upc.edu/
A1273423,Zheng Gao,,,,
A1273583,Xiaoming Zhou,,,,
A1273594,Medhabi Ray,,,,
A1273657,Aashay Shringarpure,,,,
A1273678,Bruno Legeard,,Université de Franche Comté,France,https://scholar.google.com/citations?user=qb5iObUAAAAJ
A1273735,Joel Young,,,,
A1273769,James N. Danziger,,,,
A1273826,Ramdev Wudali,,,,
A1273850,Khurum Nazir Junejo,,,,
A1273855,Tao Lu,,,,
A1273899,Vasudeva Varma,,,,
A1273963,Victoria Nebot,Victoria Nebot Romero,,,
A1273973,Bo Peng,,,,
A1273997,Dan R. K. Ports,,,,
A1274050,Hui Fang 0001,,University of Delaware,USA,https://www.eecis.udel.edu/~hfang/
A1274146,Le Zhang 0006,,Iowa State University,USA,https://orcid.org/0000-0002-1798-9666
A1274202,Pinyan Lu,,,,http://research.microsoft.com/en-us/people/pinyanl/
A1274295,Shaohua Sun,,,,
A1274322,Chaojie Li,,,,https://orcid.org/0000-0002-0557-1481
A1274337,Seong-Ping Chuah,,,,
A1274346,Alan J. Demers,,,,
A1274371,Peng Pan,,,,
A1274697,Guilherme Dal Bianco,,,,
A1274707,Noam Koenigstein,,,,
A1274733,Wei Wang,,,,
A1274763,Simon M. Lin,,,,
A1274883,Yongsub Lim,,,,
A1274894,Giorgio Bruno,,,,
A1275014,Wei Wang 0033,,Tongji University,China,
A1275082,Maria Angelica A. Leite,Maria Angelica Andrade Leite,,,
A1275146,Connelly Barnes,,,,
A1275159,Yue Deng,,,,
A1275194,Wei Wang 0059,,National University of Singapore,Singapore,http://www.comp.nus.edu.sg/~wangwei/
A1275221,Ze Wang,,,,
A1275271,Mohamed E. Khalefa,,,,
A1275352,Oksana Yakhnenko,,,,
A1275356,Lingyu Zhang,,,,
A1275373,Mehmet Kuzu,,,,
A1275436,Ivan E. Sutherland,,,,https://dl.acm.org/profile/81100265287
A1275529,Paul Mineiro,,,,
A1275571,Yu-Xiong Wang,,,,
A1275593,Richard T. Ellison,,,,
A1275614,Benoît Depaire,,Hasselt University,Belgium,http://depaire.net/
A1275646,Shlomo Berkovsky,,CSIRO,Australia,http://people.csiro.au/B/S/Shlomo-Berkovsky.aspx
A1275654,Ali Shemshadi,,,,
A1275668,Parantapa Bhattacharya,,,,
A1275698,Christian Seel,,,,
A1275794,Yuxin Huang,,,,
A1275857,Pedro Casas,,,,
A1275867,Jana Bauckmann,,,,
A1275949,Bin Liu 0020,,Rutgers University,USA,https://orcid.org/0000-0003-1834-8059
A1275969,Zhigang Wang,,,,
A1276030,Omar Odibat,,,,
A1276138,Ryan P. McMahan,,,,
A1276179,Han Liu 0002,,Cardiff University,United Kingdom,https://orcid.org/0000-0002-7731-8258
A1276185,Wojciech M. Barczynski,,,,
A1276402,Fang Wang 0001,,Huazhong University of Science and Technology,China,
A1276447,Xin Tang,,,,
A1276489,Qiwei Li,,,,
A1276514,Han Yu 0001,,Nanyang Technological University,Singapore,https://sites.google.com/site/hanyushomepage/home
A1276518,Ross W. Filice,,,,
A1276544,Junchang Xin,,,,
A1276571,Renato Fileto,,,,
A1276614,Zheng Zheng,,,,
A1276676,Hovav Shacham,,UC,USA,
A1276691,Dashun Wang,,,,
A1276705,Jing Bai,,,,
A1276725,Danny Bickson,,Carnegie Mellon University,USA,http://www.cs.cmu.edu/~bickson/
A1276735,Xin Xin,,,,
A1276787,Daniel Kuhn,,,,
A1276950,Linglong Kong,,,,
A1277116,Cathie Norris,,,,
A1277126,Wei Wang 0063,,The University of Tennessee,USA,http://web.eecs.utk.edu/~wwang34/
A1277188,Guan Yu,,,,
A1277296,Zhipeng Jin,,,,
A1277300,Jan Gulliksen,,,,
A1277346,Han Yu,,,,
A1277374,Andreas Kaspari,,,,
A1277490,Venkat Subramanian,,,,
A1277522,Marcel Worring,,,,https://staff.fnwi.uva.nl/m.worring/
A1277616,Robert Chen,,,,
A1277639,Elias Koutsoupias,,University of Oxford,United Kingdom,https://genealogy.math.ndsu.nodak.edu/id.php?id=70502
A1277744,Edward Bortnikov,,,,
A1277750,Wei Wang 0138,,Tsinghua University,China,https://orcid.org/0000-0002-2908-3060
A1277789,Dejan Radosavljevik,,,,
A1277875,Masashi Sugiyama,,,,
A1277936,Bin Liu,,,,
A1277969,Qing Zheng,,,,
A1278042,Manish Kumar,,,,
A1278062,Jiang Chen,,,,
A1278137,Yangdong Ye,,,,
A1278155,Stefan Gindl,,,,
A1278171,Huihui Li,,,,
A1278275,Pablo Sánchez 0001,,Autonomous University of Madrid,Spain,https://orcid.org/0000-0003-1792-1706
A1278332,Francis Gropengießer,,,,
A1278333,Mahmudur Rahman,Mahmud Rahman,,,
A1278341,Alina Oprea,,,,
A1278369,Junyu Zeng,,,,
A1278374,Giancarlo Pellegrino,,,,
A1278422,Nazario Cipriani,,University of Stuttgart,Germany,http://www.ipvs.uni-stuttgart.de/abteilungen/as/abteilung/mitarbeiter/Cipriani.Nazario
A1278556,Michael F. Plass,,,,
A1278572,Jacob Steinhardt,,,,
A1278649,Zhihai Wang,,,,
A1278680,Xiaoyue Li,,,,
A1278685,Christian Schwarz 0001,,University of Potsdam,Germany,
A1278705,Qinghua Huang,Qing-Hua Huang,,,
A1278724,Uri Blumenthal,,,,
A1278781,Kook Jin Ahn,,University of Pennsylvania,USA,http://www.seas.upenn.edu/~kookjin/
A1278815,Hojjat Jafarpour,,,,
A1278833,James J. Lu,,Emory University,USA,http://www.mathcs.emory.edu/~jlu/
A1278859,Soujanya Vadapalli,,,,
A1278875,Xin Xin 0001,,Beijing Institute of Technology,China,
A1278896,Bernhard Scholz,,,,
A1278919,Byron Dom,,,,
A1278924,Kunal Agrawal,,,,
A1279070,Paramveer S. Dhillon,,University of Pennsylvania,USA,http://www.pdhillon.com/
A1279095,HongYun Cai,,,,
A1279177,Yongjun Li,,,,
A1279259,Han Liu 0001,,Northwestern University,USA,https://www.mccormick.northwestern.edu/research-faculty/directory/profiles/liu-han.html
A1279300,Gurulingesh Raravi,,IIT,India,http://www.it.iitb.ac.in/~guru/
A1279333,Olivier Temam,,,,
A1279448,Yizhen Wang,,,,
A1279540,Hyun-Je Song,,,,
A1279546,Liang Ge,,,,
A1279553,Cullen Bash,,Hewlett Packard,USA,http://www.labs.hpe.com/people/cullen_bash/
A1279584,Florian Pinel,,,,
A1279586,Naveen Somasundaram,,,,
A1279619,Oliver Po,,,,
A1279668,Zhu Zhu,,,,
A1279756,Pawel Szalachowski,,,,
A1279767,Bernardo Gonçalves,,,,
A1279786,Eli Barzilay,,,,
A1279814,Pramod Bhatotia,,,,
A1279901,Xin Xin 0002,,Chinese University of Hong Kong,Hong Kong,
A1279971,Mathieu Bastian,,,,
A1279983,Zhaoming Wu,,,,
A1280046,Dmitriy Bespalov,,,,
A1280074,Saïd Jabbour,,,,
A1280213,Han Liu,,,,
A1280228,Joachim Baumeister,,University of Würzburg,Germany,http://www.is.informatik.uni-wuerzburg.de/en/staff/joba/
A1280279,Michael Hahsler,,,,
A1280304,Tuan Cao,,,,
A1280372,Bert de Brock,Bert O. de Brock:Engbert O. de Brock,University of Groningen,The Netherlands,https://www.rug.nl/staff/e.o.de.brock/
A1280373,Xiaotong Li,,,,
A1280447,Chen Liang 0001,,Pennsylvania State University,USA,https://harrylclc.github.io/
A1280503,Andreas Solti,Andreas Rogge-Solti,Hasso Plattner Institute,Germany,http://andreas.solti.de/
A1280572,Sheng Gao,,,,
A1280620,Chris Piech,Christopher Piech,,,
A1280640,Apostolos V. Zarras,,University of Ioannina,Greece,http://www.cs.uoi.gr/~zarras/
A1280646,S. Sathiya Keerthi,Sathiya Keerthi Selvaraj,,,http://www.keerthis.com/
A1280737,Ivor W. Tsang,Ivor Wai-Hung Tsang,University of Technology Sydney,Australia,http://www.uts.edu.au/staff/ivor.tsang
A1280882,Thadeu J. P. Penna,,,,
A1280888,Yalou Huang,,,,
A1280905,Maria Carmela Annosi,,,,
A1280953,Olga Holtz,,UC,USA,http://www.cs.berkeley.edu/~oholtz/
A1281033,Wei Wang 0055,,CEA,France,
A1281197,Qin Wang 0004,,University of Science and Technology Beijing,China,https://orcid.org/0000-0003-4285-0428
A1281212,Di Yu,,,,
A1281244,Yinan Jing,,,,
A1281291,Harsh Kohli,,,,
A1281470,Xiaoyan Yang,,,,
A1281480,Guoping Wang,,,,
A1281492,Yanpei Chen,,,,
A1281529,Mehmet Hacibeyoglu,,,,
A1281537,Raviv Raich,,,,
A1281561,Xiaojun Cheng,,,,
A1281633,Zhen Guo,,,,
A1281685,Ya-Hui Chang,,,,
A1281688,Marco Hannibal,,,,
A1281723,Nemanja Djuric,,,,
A1281983,Xiao Ma,,,,
A1282279,Guo Li,,,,
A1282283,Ning Yan,,,,
A1282297,Tao-Yang Fu,,,,
A1282378,Roger Moussalli,,,,
A1282379,Kyoung-Sook Kim,,,,https://orcid.org/0000-0003-0670-8053
A1282390,Yongjun Li 0006,,Northwestern Polytechnical University,China,https://orcid.org/0000-0002-3184-6805
A1282448,Kai-Yang Chiang,,,,
A1282469,Conor Hayes,,,,
A1282496,Pierre-Yves Strub,,,,
A1282523,Shuai Ma 0001,,Beihang University,China,http://mashuai.buaa.edu.cn/index.html
A1282577,Junjie Wu,,,,
A1282698,Yan Fan,,,,
A1282739,Mouzhi Ge,,Masaryk University,Czechia,https://www.muni.cz/en/people/239833-mouzhi-ge
A1282781,Chuanchuan Tu,,,,
A1282801,Tadasu Uchiyama,,,,
A1282916,Mirko Bronzi,,,,
A1283007,Michael Thompson,,,,
A1283111,Kyle Kauffman,,,,
A1283143,Matthew Eric Otey,,,,
A1283148,Aruna Balasubramanian,,,,
A1283152,Huan Xu,,,,
A1283175,M. P. Sebastian,,,,
A1283275,Shiming Zhang,,,,
A1283304,Joseph Benik,,,,
A1283316,Bin Liu 0002,,NEC,Japan,http://binliu.org/
A1283325,Tim Kaldewey,,,,
A1283348,Chen Liang,,,,
A1283377,Atsuhiro Takasu,,,,
A1283393,Han Liu 0008,,Hong Kong Polytechnic University,Hong Kong,https://scholar.google.com/citations?user=idpbcG0AAAAJ
A1283526,Shaoyu Li,,,,
A1283538,Bin Liu 0017,,Carnegie Mellon University,USA,http://www.cs.cmu.edu/~bliu1/
A1283584,Murat Ali Bayir,,University at Buffalo,USA,http://www.cse.buffalo.edu/~mbayir/
A1283590,Qi Dai,,,,
A1283598,Silviu Homoceanu,,,,
A1283722,Gerhard Klebe,,University of Marburg,Germany,http://pc1664.pharmazie.uni-marburg.de/klebe
A1283933,Anand Srinivasan,,,,
A1283956,Shirish Tatikonda,,,,
A1283965,Chieh-Yuan Tsai,,,,
A1283969,Kai Ming Ting,,,,
A1283980,Li Wan,,,,
A1284020,Jiying Li,,,,
A1284174,Wei Wang 0064,,Virginia Tech,USA,https://www.linkedin.com/in/wei-wang-09131348
A1284347,Wei Wang 0083,,Chinese Academy of Sciences,China,https://www.linkedin.com/in/wei-wang-14113828
A1284387,Daniël Reijsbergen,,,,
A1284406,Arash Molavi Kakhki,,,,
A1284463,Yang Xia,,,,
A1284480,Tae Yano,,,,
A1284526,Jae Hyun Park,,,,
A1284652,Peter F. Stadler,,University of Leipzig,Germany,http://www.bioinf.uni-leipzig.de/~studla/
A1284653,Jerry Liu,,HP Labs,USA,http://www.linkedin.com/in/jerryliu
A1284666,Malak Alshawabkeh,,,,
A1284692,Julien Leblay,,,,
A1284710,Shunzhi Zhu,,,,
A1284712,Natalia Juristo Juzgado,Natalia Juristo,Universidad Politécnica de Madrid,Spain,http://www.grise.upm.es/miembros/natalia/
A1284777,Zhenjun Liu,,,,
A1284809,Fang Wang,,,,
A1284831,Okan K. Ersoy,,Purdue University,USA,https://en.wikipedia.org/wiki/Okan_Ersoy
A1284932,Sundararajan Sellamanickam,,,,
A1284948,Lihong He,,,,
A1285001,Jian Liu,,,,
A1285096,Srinivasan Iyengar,,,,
A1285116,Wei Wang 0049,,Chinese Academy of Sciences,China,http://people.ucas.ac.cn/~0022203?language=en
A1285151,Yanwei Pang,,,,https://orcid.org/0000-0001-6670-3727
A1285215,Iyad Batal,,,,
A1285587,Haojun Zhang,,,,
A1285619,Jose L. Muñoz,Jose L. Muñoz-Tapia:Jose Luis Muñoz-Tapia,,,
A1285704,Erik Cambria,,,,https://orcid.org/0000-0002-3030-1280
A1285715,Cheng Wei,,,,
A1285726,Raquel Pau,,,,
A1285729,Huang Xu,,,,
A1285774,Zhaojun Zhang,,,,
A1285887,Junfeng Sun,,,,
A1286014,Qiang Huang,,,,
A1286252,Gregory Valiant,,UC,USA,http://www.eecs.berkeley.edu/~gvaliant/
A1286268,Amr El-Helw,,,,
A1286353,Ana Granados,,,,
A1286367,Rahat Masood,,,,
A1286379,Christina Lear,,,,
A1286431,Pete Burnap,Peter Burnap:Peter Richard Burnap,,,http://burnap.org/
A1286451,André Koschmieder,,,,
A1286468,Lizhen Liu,,,,
A1286518,Song Han,,,,
A1286563,Stephen Davies,,,,
A1286660,Hongyan Zhou,,,,
A1286689,Ke Yang,,,,
A1286754,Budan Wu,,,,
A1286885,Christian Gagné,,,,
A1286960,Raúl Gracia Tinedo,,,,
A1286984,José Carlos Toucedo,,,,
A1287041,Wei Zeng,,,,
A1287195,Hwanjo Yu,,,,
A1287201,Shen Wang,,,,
A1287253,Aaron Roth 0001,Aaron Leon Roth,University of Pennsylvania,USA,http://www.cis.upenn.edu/~aaroth/
A1287258,Joseph Sirosh,,,,
A1287273,Muhammad Awais,,,,
A1287288,Ronny Luss,,,,
A1287304,Anant P. Bhardwaj,,MIT,USA,https://en.wikipedia.org/wiki/Anant_Bhardwaj
A1287315,Mizanur Rahman,,,,
A1287475,Jia Zhang,,,,
A1287571,Richard Gonzalez,,,,
A1287612,Katrina Panovich,,,,
A1287668,Richard Sproat,,,,
A1287729,Fei Jiang,,,,
A1287793,Parth Gupta,,,,
A1287813,Bin Xia 0003,,Nanjing University of Posts and Telecommunications,China,https://binxia.github.io/
A1288022,Elaine Shi,Elaine Runting Shi,Cornell University,USA,http://elaineshi.com/
A1288086,Michael Langberg,,,,
A1288178,Yifan Hou,,,,
A1288206,Oded Netzer,,,,
A1288254,Boqin Feng,,,,
A1288261,Chao Yan,,,,
A1288279,Kai Zeng 0002,,UC,USA,https://people.eecs.berkeley.edu/~kaizeng/
A1288290,Piotr Sankowski,,,,
A1288322,Kyujin Lee,,,,
A1288409,Andrea L. Bertozzi,,UC,USA,http://www.math.ucla.edu/~bertozzi/
A1288433,Michael Bendersky,,,,
A1288457,Yulkeidi Martínez,,,,
A1288474,Zhenghua Xu,,,,
A1288625,Vicente Julián,Vicente Julián Inglada,Polytechnic University of Valencia,Spain,http://gti-ia.dsic.upv.es/vinglada/
A1288643,Kai Zeng,,,,
A1288669,Yu Hirate,,,,
A1288871,Raffaela Mirandola,,,,
A1288965,Yunjun Gao,,,,
A1289049,Jakub M. Tomczak,Jakub Mikolaj Tomczak,,,https://orcid.org/0000-0001-8634-694X
A1289105,Meghyn Bienvenu,,,,
A1289132,Lelin Zhang,,,,
A1289177,K. Hima Prasad,,,,
A1289184,Jiantao Wang,,,,
A1289211,Shen Furao,Furao Shen,Nanjing University,China,https://orcid.org/0000-0002-7285-326X
A1289221,Karen A. Frenkel,,,,
A1289283,Tao Ban,,,,
A1289288,Daniel M. Russell,,,,
A1289302,Shiyuan Wang,Shi-Yuan Wang,,,
A1289319,Gabriel Ghinita,,,,http://www.cs.umb.edu/~gghinita/
A1289365,Christoph Moser,,,,
A1289376,Bjorn De Sutter,,,,http://users.elis.ugent.be/~brdsutte/
A1289426,Hongjie Chen,,,,
A1289624,Timothy Nugent,,,,
A1289658,Kunpeng Liu,,,,
A1289722,Daniela Karin Rosner,Daniela K. Rosner:Daniela Rosner,,,http://www.danielarosner.com/
A1289724,Di Zhang,,,,
A1289788,Vikram Pudi,,,,
A1289860,Hao Cao,,,,
A1289964,Anne Kao,,,,
A1290002,Arik Sityon,,,,
A1290143,Jiye Liang,,,,
A1290171,Jens Müller,,,,
A1290226,Clay Woolam,,,,
A1290307,Wenye Ma,,,,
A1290391,Ying Sha,,,,
A1290452,Wei Zhan,,,,
A1290603,Sewoong Oh,,,,
A1290610,Jianbin Huang,,,,
A1290636,Peter Benjamin Volk,,,,
A1290664,Kenney Ng,,,,
A1290695,Huaqiang Yuan,,,,
A1290858,Edgar Kalkowski,,,,
A1290928,Riccardo Dulmin,,,,
A1290934,Yanen Li,,,,
A1290987,Jeannie R. Albrecht,,Williams College,USA,http://www.cs.williams.edu/~jeannie/
A1291120,Mathias Géry,,,,
A1291130,Chuanfei Xu,,,,
A1291213,Vangelis Metsis,,,,
A1291263,Navindra Yadav,,,,
A1291266,Nga Tran,,,,
A1291376,Heidar Davoudi,,York University,Canada,http://eecs.lassonde.yorku.ca/heidar-davoudi/
A1291447,Eben Moglen,,Software Freedom Law Center in New York,USA,https://dl.acm.org/profile/60000000250
A1291486,Sohail Masood Bhatti,,,,https://orcid.org/0000-0002-8210-2785
A1291506,Daniel Lowd,,University of Oregon,USA,
A1291573,Francesco Pierri 0002,,Politecnico di Milano,Italy,https://orcid.org/0000-0002-9339-7566
A1291615,Mehdi Goli,,,,
A1291641,Herbert E. Bruderer,,,,
A1291695,Edisson Braga Araújo,,,,
A1291697,Prithu Banerjee,,,,
A1291698,Xiao-Qin Cao,,,,
A1291789,Yukihiro Tadokoro,,,,
A1291824,Lisa Singh,,,,
A1291944,Jasbir Dhaliwal,,,,
A1291946,Silvana Trimi,,,,
A1292014,Chandra Shekhar Dhir,,,,
A1292183,Dongming Lu,,,,
A1292295,Antonino Freno,,,,
A1292426,Carme Quer,,,,https://orcid.org/0000-0002-9000-6371
A1292429,Rahul Vaze,,,,
A1292502,Eric Lo,,Hong Kong Polytechnic University,Hong Kong,http://www4.comp.polyu.edu.hk/~cscllo/
A1292543,Adel Ghoneimy,,,,
A1292621,Kurt Jensen,,Aarhus University,Denmark,https://en.wikipedia.org/wiki/Kurt_Jensen_(computer_scientist)
A1292691,Luciano Barbosa,,,,
A1292696,Mu-Woong Lee,,,,
A1292782,Mohammad Khabbaz,,,,
A1292791,Dinesh Das,,,,
A1292811,Khalid Benabdeslem,,,,
A1292894,Ramesh Johari,,,,
A1292914,Yonggang Li,,,,
A1292948,Baljeet Malhotra,,,,
A1292973,Dayne Freitag,,,,
A1292990,Nikos Sarkas,,,,
A1293077,David A. Huffaker,,Google,USA,http://research.google.com/pubs/DavidHuffaker.html
A1293179,Alessandro Camerra,,,,
A1293212,Kai Zeng 0001,,George Mason University,USA,http://ece.gmu.edu/~kzeng2/index.html
A1293249,Marko Boskovic,,,,
A1293273,Song Liu,,,,
A1293302,Michael Mathioudakis,,,,
A1293369,Jinwon Lee,,,,
A1293414,Quincy Chi Kwan Tse,,,,
A1293432,Siming Sun,,,,
A1293434,Haiyang Xu,,,,
A1293582,Sébastien Destercke,,Université de Technologie de Compiègne,France,https://www.hds.utc.fr/~sdesterc/dokuwiki/doku.php
A1293633,Daniel Jackson 0001,,MIT,USA,https://dl.acm.org/profile/81406595262
A1293660,Felipe Huici,,,,
A1293732,David Knuplesch,,,,
A1293763,Yunpeng Cai,,,,
A1293783,Anna Belova,,,,
A1293799,Oren Mishali,,,,
A1293862,Xinyu Guo,,,,
A1294017,Guangwei Wang,,,,
A1294102,Sucheta Soundarajan,,,,
A1294218,Caiming Xiong,,,,
A1294272,Thomas Peh,,,,
A1294325,Orestis Gkorgkas,,,,
A1294429,Shanshan Ying,,,,
A1294463,Peggy L. Peissig,,Marshfield Clinic Research Foundation,USA,
A1294540,Ye Zhu,,,,
A1294563,Francesco Orabona,,,,
A1294568,Kheng Hong Soh,,,,
A1294674,Zhongwu Zhai,,,,
A1294675,Hairong Kuang,,,,
A1294702,Feiping Nie,,,,
A1294762,Kenji Takeda,,,,
A1294794,Vicenç Gómez,,Universitat Pompeu Fabra,Spain,https://orcid.org/0000-0001-5146-7645
A1294810,Bei Shi,,,,
A1294854,Mirjam Wattenhofer,,,,
A1294862,Jaakko Peltonen,,Aalto University,Finland,https://users.ics.aalto.fi/jtpelto/
A1294872,Nishant Patil,,,,
A1294873,Yading Yue,,,,
A1294878,Nenad Tomasev,,,,https://orcid.org/0000-0003-1624-0220
A1294880,Tantan Liu,,,,
A1294928,Thanasis G. Papaioannou,,,,
A1295024,Gildas Ménier,,,,
A1295031,Sridha Sridharan,,,,
A1295096,Giannis Verginadis,Yiannis Verginadis,,,
A1295119,Yunye Jin,,,,
A1295121,Tie Wang,,,,
A1295183,Amélie Gheerbrant,,,,
A1295205,Edward C. Thayer,,,,
A1295277,Dalie Sun,,,,
A1295373,Donglin Wang,,,,
A1295485,Yannick Assogba,,,,
A1295495,Krishna Gade,,,,
A1295503,Bhargav Kanagal,,,,
A1295590,James Cai,,,,
A1295692,Robin M. E. Swezey,,,,
A1295783,Karthikeyan Bhargavan,,,,
A1296052,Sinno Jialin Pan,,Nanyang Technological University,Singapore,http://www.ntu.edu.sg/home/sinnopan/
A1296059,Han Jiang,,,,
A1296098,Ali El Akadi,,,,
A1296103,Licia Capra,,,,
A1296110,Daniel J. Rosenkrantz,,,,
A1296138,Yilun Wang,,,,
A1296212,Giridhar Kumaran,,,,
A1296257,Balint Miklos,,,,
A1296406,Yuchao Liu,Yu-Chao Liu,,,
A1296456,Fei Tan,,,,
A1296566,Xiao Fang 0001,,MIT,USA,
A1296618,Renchu Guan,Ren-Chu Guan,,,https://orcid.org/0000-0002-7162-7826
A1296620,Mi Zhang,,,,
A1296689,Hany Azzam,,,,
A1296719,Sebastian Burckhardt,,,,
A1296809,Ran Libeskind-Hadas,,Harvey Mudd College,USA,http://www.cs.hmc.edu/~hadas/
A1296962,Miriam Baglioni,,,,
A1297027,Ashley Davies,,,,
A1297075,Hanna M. Wallach,,Microsoft,USA,http://dirichlet.net/
A1297146,Petr Osicka,,,,
A1297160,Andrew Chen,,,,
A1297245,Eva Onaindia,,,,
A1297319,Dev Oliver,,University of Minnesota,USA,https://scholar.google.com/citations?user=i8U45BUAAAAJ
A1297372,Xiangyang Xue,,,,
A1297402,Mi Zhang 0001,,Fudan University,China,http://www.csi.ucd.ie/users/mi-zhang
A1297439,Serena Villata,,CNRS,France,http://www.i3s.unice.fr/~villata/index.html
A1297443,Zoltán Szlávik,,,,
A1297499,Cagatay Goncu,,,,
A1297516,Debra E. VanderMeer,Debra Van der Meer,,,
A1297543,Yafeng Li,,,,
A1297593,Yanbing Liu,,,,
A1297629,Richard Sidle,,,,
A1297687,Michael Wurst,,,,
A1297815,Charles-Antoine Robelin,,,,
A1297841,Martin Koehler,,,,
A1297848,Hongrong Cheng,,,,
A1297907,Brian Quanz,Brian L. Quanz,IBM,USA,
A1297921,Paul Thomas,,,,
A1297959,Fei Wu 0003,,Google,USA,https://www.researchgate.net/profile/Fei_Wu2
A1298034,Mohammad Hammoud,Mohammad H. Hammoud,Carnegie Mellon University Qatar,Qatar,http://www.qatar.cmu.edu/~mhhammou/
A1298095,André Brinkmann,,Johannes Gutenberg University Mainz,Germany,https://research.zdv.uni-mainz.de/people/andre-brinkmann/
A1298112,Juliusz Sompolski,,,,
A1298118,Jie Zhang,,,,
A1298377,Cheng Jin,,,,
A1298424,Santiago R. Balseiro,,Duke University,USA,https://faculty.fuqua.duke.edu/~srb43/
A1298502,Guibing Guo,,,,
A1298542,Fei Wu 0001,,Zhejiang University,China,https://cn.linkedin.com/in/fei-wu-b7967679
A1298598,Reza Rejaie,,,,
A1298707,José Neves 0001,José Maia Neves,University of Minho,Portugal,https://orcid.org/0000-0002-8863-0351
A1298720,Haiyan Chen,,,,
A1299012,Baoning Niu,,,,
A1299035,Vanessa Murdock,,,,
A1299063,Azad Abad,,,,
A1299074,Jizhou Huang,,,,
A1299103,Andrew O. Hatch,,,,
A1299112,Vanessa Braganholo,Vanessa Braganholo Murta:Vanessa P. Braganholo:Vanessa de Paula Braganholo,Fluminense Federal University,Brazil,http://www.ic.uff.br/~vanessa
A1299120,Jingren Zhou,,Microsoft,USA,http://research.microsoft.com/en-us/um/people/jrzhou/
A1299127,Yanhao Zhang,,,,
A1299147,Robert Müller 0001,,University of Leipzig,Germany,
A1299208,Christian Sandvig,,,,
A1299349,Wei Yi,,,,
A1299361,Stephan Ewen,,,,
A1299419,Björn Wagner,,,,
A1299435,Claiton M. S. Scherer,,,,
A1299491,David Fong,,,,
A1299522,Miaosen Wang,,,,
A1299556,Anupam Das 0001,,North Carolina State University,USA,https://www.anupamdas.org/
A1299563,Nobuyuki Shimizu,,,,
A1299618,Yong Wang 0021,,Hong Kong University of Science and Technology,Hong Kong,https://orcid.org/0000-0002-0092-0793
A1299644,Huahai Yang,,,,
A1299783,Anargyros Plemenos,,,,
A1299801,Yu Zhong,,,,
A1299817,Sebastian Schick,,,,
A1299946,Peilin Zhao,,,,
A1299981,Matthias Nießner,,Technical University of Munich,Germany,http://niessnerlab.org/
A1299997,Fábio de Lima Bezerra,,Federal Rural University of Amazônia,,http://lattes.cnpq.br/6943688979099010
A1300003,Gerard Lemson,,,,
A1300007,Yuhu Cheng,,,,
A1300055,Imen Boukhris,,,,
A1300067,Binh Han,,,,
A1300098,Giovanni Grasso 0001,,Wrapidity,Germany,http://www.giovannigrasso.it/
